language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	we	1212	3	oxox	1	
POQOMCHI_WESTERN	pob	we	1212	3	hox	1	
POCOMAM_EASTERN	poa	we	1212	3	qox	1	
USPANTEKO	usp	we	1212	3	ox	1	
EASTERN_KEKCHI_CAHABON	kek	we	1212	3	ha7o	1	
ZINACANTAN_TZOTZIL	tzz	we	1212	3	votikotik	5	
TZELTAL_BACHAJON	tzb	we	1212	3	ho7otik	5	also: htukeltik
CHOL_TUMBALA	ctu	we	1212	3	lohon	1	
CHONTAL_TABASCO	chf	we	1212	3	no7onla	1	
CHORTI	caa	we	1212	3	oN	1	
ITZAJ	itz	we	1212	3	into7on	1	
MOPAN	mop	we	1212	3	inno7on	1	
MAYA_YUCATAN	yua	we	1212	3	o7on	1	
HUASTEC	hva	this	1214	4	aSe7	9	
TOJOLABAL	toj	this	1214	4	iti	1	
CHUJ	cnm	this	1214	4	xun tik	10	
JACALTEC	jai	this	1214	4	ti7	1	
QANJOBAL_SANTA_EULALIA	kjb	this	1214	4	xunti	2	
ACATECO_SAN_MIGUEL_ACATAN	knj	this	1214	4	hunti7	2	
IXIL_CHAJUL	ixj	this	1214	4	uwa7	3	
AGUACATEC	agu	this	1214	4	e7x	11	
TECO_TECTITAN	ttc	this	1214	4	axa ncani	12	
MAM_NORTHERN	mam	this	1214	4	lu7	13	
SIPAKAPENSE	qum	this	1214	4	wa7	3	
SACAPULTECO_SACAPULAS_CENTRO	quv	this	1214	4	ri7	4	
CENTRAL_QUICHE	quc	this	1214	4	we ri7	5	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	this	1214	4	re7	4	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	this	1214	4	xawari7	5	
POQOMCHI_WESTERN	pob	this	1214	4	re7wili	5	
POCOMAM_EASTERN	poa	this	1214	4	riyu7	14	
USPANTEKO	usp	this	1214	4	ri	4	
EASTERN_KEKCHI_CAHABON	kek	this	1214	4	ha7in	6	
ZINACANTAN_TZOTZIL	tzz	this	1214	4	li7	4	
TZELTAL_BACHAJON	tzb	this	1214	4	ha7 ini	6	also: ini
CHOL_TUMBALA	ctu	this	1214	4	hini	7	
CHONTAL_TABASCO	chf	this	1214	4	hindi	7	also: ni
CHORTI	caa	this	1214	4	ira	8	
ITZAJ	itz	this	1214	4	ahelah	8	
MOPAN	mop	this	1214	4	"le7ek ad""a7a"	8	
MAYA_YUCATAN	yua	this	1214	4	lela7	8	
LACANDON	lac	this	1214	4	te7ra7	8	also: he7
HUASTEC	hva	that	78	5	niSe7	6	also: niS
TOJOLABAL	toj	that	78	5	tan	7	also: xaw
CHUJ	cnm	that	78	5	xun Ca	8	
JACALTEC	jai	that	78	5	tu7	9	
QANJOBAL_SANTA_EULALIA	kjb	that	78	5	xuntu	1	
ACATECO_SAN_MIGUEL_ACATAN	knj	that	78	5	hu7untu7	1	
IXIL_CHAJUL	ixj	that	78	5	uwa7e	10	
AGUACATEC	agu	that	78	5	ac	2	
TECO_TECTITAN	ttc	that	78	5	axnini	11	
MAM_NORTHERN	mam	that	78	5	CiS	12	
SIPAKAPENSE	qum	that	78	5	la7	2	
SACAPULTECO_SACAPULAS_CENTRO	quv	that	78	5	la7	2	
CENTRAL_QUICHE	quc	that	78	5	le7	2	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	that	78	5	la7	2	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	that	78	5	xa7	5	
POQOMCHI_WESTERN	pob	that	78	5	re7re7re7	3	also: re7wulu7
POCOMAM_EASTERN	poa	that	78	5	rere7	3	also: loho7
USPANTEKO	usp	that	78	5	re	3	
EASTERN_KEKCHI_CAHABON	kek	that	78	5	ha7an	13	
ZINACANTAN_TZOTZIL	tzz	that	78	5	ti	14	also: tah
TZELTAL_BACHAJON	tzb	that	78	5	ha7 me ine	4	
CHOL_TUMBALA	ctu	that	78	5	iSiyi	15	
CHONTAL_TABASCO	chf	that	78	5	hini	4	
CHORTI	caa	that	78	5	yaxa7	5	
ITZAJ	itz	that	78	5	aheloh	16	
MOPAN	mop	that	78	5	le7ek	17	"also: le7ek ad""o7o"
MAYA_YUCATAN	yua	that	78	5	lelo7	18	
LACANDON	lac	that	78	5	rah	19	
HUASTEC	hva	who	1235	6	hita7	7	
TOJOLABAL	toj	who	1235	6	maC7	1	also: ma7
CHUJ	cnm	who	1235	6	maC	1	
JACALTEC	jai	who	1235	6	mak	2	
QANJOBAL_SANTA_EULALIA	kjb	who	1235	6	makTel	2	also: maqTel
ACATECO_SAN_MIGUEL_ACATAN	knj	who	1235	6	maSTekel	5	
IXIL_CHAJUL	ixj	who	1235	6	xal	8	
AGUACATEC	agu	who	1235	6	na7x	3	
TECO_TECTITAN	ttc	who	1235	6	"ab""l"	9	
MAM_NORTHERN	mam	who	1235	6	alky~e	10	
SIPAKAPENSE	qum	who	1235	6	Cinaq	6	
SACAPULTECO_SACAPULAS_CENTRO	quv	who	1235	6	na	3	
CENTRAL_QUICHE	quc	who	1235	6	xaCin	6	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	who	1235	6	aCike	11	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	who	1235	6	"naq k""ari7"	12	
POQOMCHI_WESTERN	pob	who	1235	6	hanwaC	4	
POCOMAM_EASTERN	poa	who	1235	6	ha7 waC	4	
USPANTEKO	usp	who	1235	6	nen	13	
EASTERN_KEKCHI_CAHABON	kek	who	1235	6	anih	14	
ZINACANTAN_TZOTZIL	tzz	who	1235	6	"buC""u"	15	"also: k""u Cal"
TZELTAL_BACHAJON	tzb	who	1235	6	"maC""a"	1	
CHOL_TUMBALA	ctu	who	1235	6	maki	2	also: maCki; s
CHONTAL_TABASCO	chf	who	1235	6	maCka	1	also: kaSka
CHORTI	caa	who	1235	6	Ci	16	
ITZAJ	itz	who	1235	6	maS	5	
MOPAN	mop	who	1235	6	maki	2	
MAYA_YUCATAN	yua	who	1235	6	maS	5	
LACANDON	lac	who	1235	6	mak	1	
HUASTEC	hva	what	1236	7	"hant""o"	7	
TOJOLABAL	toj	what	1236	7	xas	4	
CHUJ	cnm	what	1236	7	tas	8	
JACALTEC	jai	what	1236	7	cet	1	
QANJOBAL_SANTA_EULALIA	kjb	what	1236	7	cet yetal	1	
ACATECO_SAN_MIGUEL_ACATAN	knj	what	1236	7	Tetal	9	
IXIL_CHAJUL	ixj	what	1236	7	kame	10	
AGUACATEC	agu	what	1236	7	"mb""i"	11	
TECO_TECTITAN	ttc	what	1236	7	tidi7	2	
MAM_NORTHERN	mam	what	1236	7	ti	2	
SIPAKAPENSE	qum	what	1236	7	Ce	3	
SACAPULTECO_SACAPULAS_CENTRO	quv	what	1236	7	Ce	3	
CENTRAL_QUICHE	quc	what	1236	7	xas	4	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	what	1236	7	aCike	12	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	what	1236	7	naq	13	
POQOMCHI_WESTERN	pob	what	1236	7	"Caxb""i"	14	
POCOMAM_EASTERN	poa	what	1236	7	hila7	15	
USPANTEKO	usp	what	1236	7	nen	16	
EASTERN_KEKCHI_CAHABON	kek	what	1236	7	"k""aruh"	17	
ZINACANTAN_TZOTZIL	tzz	what	1236	7	"k""u"	5	
TZELTAL_BACHAJON	tzb	what	1236	7	bin a	18	also: binti a
CHOL_TUMBALA	ctu	what	1236	7	Cuki	19	
CHONTAL_TABASCO	chf	what	1236	7	kw~a7	20	also: ke
CHORTI	caa	what	1236	7	"tuk""a"	21	
ITZAJ	itz	what	1236	7	ba7aS	6	
MOPAN	mop	what	1236	7	"k""u7i"	5	
MAYA_YUCATAN	yua	what	1236	7	"b""a7aS"	6	"also: b""a7an"
LACANDON	lac	what	1236	7	ba7	6	
HUASTEC	hva	not	1240	8	iba	7	also: yab
TOJOLABAL	toj	not	1240	8	mi	2	also: mok
CHUJ	cnm	not	1240	8	ma	5	
MOCHO	mhc	not	1240	8	mo7	4	
JACALTEC	jai	not	1240	8	mat	8	
QANJOBAL_SANTA_EULALIA	kjb	not	1240	8	man	1	"also: k""am"
ACATECO_SAN_MIGUEL_ACATAN	knj	not	1240	8	man	1	"also: k""am"
IXIL_CHAJUL	ixj	not	1240	8	ye7	9	
AGUACATEC	agu	not	1240	8	kil	10	
TECO_TECTITAN	ttc	not	1240	8	ny~aT	11	
MAM_NORTHERN	mam	not	1240	8	mi	2	
SIPAKAPENSE	qum	not	1240	8	qa	12	
SACAPULTECO_SACAPULAS_CENTRO	quv	not	1240	8	tax	13	
CENTRAL_QUICHE	quc	not	1240	8	man tax	3	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	not	1240	8	manta	3	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	not	1240	8	mata	3	
POQOMCHI_WESTERN	pob	not	1240	8	ma7	4	
POCOMAM_EASTERN	poa	not	1240	8	ma	5	
USPANTEKO	usp	not	1240	8	ma	5	also: ma7
EASTERN_KEKCHI_CAHABON	kek	not	1240	8	ma	5	
ZINACANTAN_TZOTZIL	tzz	not	1240	8	mu	5	
TZELTAL_BACHAJON	tzb	not	1240	8	ma7uk	4	also: manCuk
CHOL_TUMBALA	ctu	not	1240	8	ma7an	4	
CHONTAL_TABASCO	chf	not	1240	8	maC	6	
CHORTI	caa	not	1240	8	ma7Ci	6	
ITZAJ	itz	not	1240	8	ma	5	also: miS
MOPAN	mop	not	1240	8	ma7	4	
MAYA_YUCATAN	yua	not	1240	8	ma7	4	
LACANDON	lac	not	1240	8	m3na7	5	
HUASTEC	hva	all	98	9	tala7	5	also: patal
TOJOLABAL	toj	all	98	9	specanil	6	also: snolanal
CHUJ	cnm	all	98	9	smasnil	1	
MOCHO	mhc	all	98	9	hunaN	7	
JACALTEC	jai	all	98	9	sunil	8	
QANJOBAL_SANTA_EULALIA	kjb	all	98	9	masanil	1	
ACATECO_SAN_MIGUEL_ACATAN	knj	all	98	9	smasanil	1	
IXIL_CHAJUL	ixj	all	98	9	kaqayil	2	
AGUACATEC	agu	all	98	9	tirkun	9	
TECO_TECTITAN	ttc	all	98	9	tky~aqil	2	
MAM_NORTHERN	mam	all	98	9	ky~ky~aqil	2	
SIPAKAPENSE	qum	all	98	9	nxel	3	
SACAPULTECO_SACAPULAS_CENTRO	quv	all	98	9	ranaxel	3	
CENTRAL_QUICHE	quc	all	98	9	konoxel	3	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	all	98	9	noxel	3	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	all	98	9	ronoxel	3	
POQOMCHI_WESTERN	pob	all	98	9	CinCel	10	
POCOMAM_EASTERN	poa	all	98	9	intier	11	
USPANTEKO	usp	all	98	9	ronoxel	3	
EASTERN_KEKCHI_CAHABON	kek	all	98	9	Cixunil	12	
ZINACANTAN_TZOTZIL	tzz	all	98	9	kotol	13	also: labal
TZELTAL_BACHAJON	tzb	all	98	9	spisil	14	
CHONTAL_TABASCO	chf	all	98	9	upete	15	
CHORTI	caa	all	98	9	tunor	16	
ITZAJ	itz	all	98	9	lah	17	
MOPAN	mop	all	98	9	tulakal	4	
MAYA_YUCATAN	yua	all	98	9	lah	4	also: tulakal
LACANDON	lac	all	98	9	puri7	18	also: ukotor
HUASTEC	hva	many	1198	10	yan	1	also: yantalam
CHICOMUCELTEC	cob	many	1198	10	yan	1	
TOJOLABAL	toj	many	1198	10	xel	5	also: xican
CHUJ	cnm	many	1198	10	niwan	6	
MOCHO	mhc	many	1198	10	"k""ehan"	3	"also: k""ihan"
JACALTEC	jai	many	1198	10	"cetk""a"	7	
QANJOBAL_SANTA_EULALIA	kjb	many	1198	10	Siwil	8	
ACATECO_SAN_MIGUEL_ACATAN	knj	many	1198	10	miman taS	9	
IXIL_CHAJUL	ixj	many	1198	10	nim	2	
AGUACATEC	agu	many	1198	10	ala7	10	
TECO_TECTITAN	ttc	many	1198	10	nim	2	
MAM_NORTHERN	mam	many	1198	10	nimku	2	
SIPAKAPENSE	qum	many	1198	10	"k""iy"	3	
SACAPULTECO_SACAPULAS_CENTRO	quv	many	1198	10	"k""iy"	3	
CENTRAL_QUICHE	quc	many	1198	10	"k""i"	3	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	many	1198	10	"k""iy"	3	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	many	1198	10	"k""iy"	3	
POQOMCHI_WESTERN	pob	many	1198	10	"k""ih"	3	
POCOMAM_EASTERN	poa	many	1198	10	kongan	11	
USPANTEKO	usp	many	1198	10	"k""i"	3	"also: k""iy"
EASTERN_KEKCHI_CAHABON	kek	many	1198	10	"nab""al"	12	
ZINACANTAN_TZOTZIL	tzz	many	1198	10	ep	13	
TZELTAL_BACHAJON	tzb	many	1198	10	bayel	14	also: ipal
CHOL_TUMBALA	ctu	many	1198	10	"bak""3l"	15	
CHONTAL_TABASCO	chf	many	1198	10	"k""en"	16	
CHORTI	caa	many	1198	10	"imp""on"	17	
ITZAJ	itz	many	1198	10	yab	4	
MOPAN	mop	many	1198	10	yab	4	
MAYA_YUCATAN	yua	many	1198	10	"ya7ab"""	4	
LACANDON	lac	many	1198	10	yab	4	also: neh
HUASTEC	hva	one	1493	11	hun	1	
CHICOMUCELTEC	cob	one	1493	11	hun	1	
TOJOLABAL	toj	one	1493	11	xune	1	
CHUJ	cnm	one	1493	11	xun	1	
MOCHO	mhc	one	1493	11	hun	1	
JACALTEC	jai	one	1493	11	hun	1	
QANJOBAL_SANTA_EULALIA	kjb	one	1493	11	xun	1	
ACATECO_SAN_MIGUEL_ACATAN	knj	one	1493	11	hun	1	
IXIL_CHAJUL	ixj	one	1493	11	wal	2	
AGUACATEC	agu	one	1493	11	xun	1	
TECO_TECTITAN	ttc	one	1493	11	xun	1	
MAM_NORTHERN	mam	one	1493	11	xun	1	
SIPAKAPENSE	qum	one	1493	11	xun	1	
SACAPULTECO_SACAPULAS_CENTRO	quv	one	1493	11	xun	1	
CENTRAL_QUICHE	quc	one	1493	11	xun	1	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	one	1493	11	xun	1	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	one	1493	11	xun	1	
POQOMCHI_WESTERN	pob	one	1493	11	xinax	1	
POCOMAM_EASTERN	poa	one	1493	11	xanax	1	
USPANTEKO	usp	one	1493	11	xun	1	
EASTERN_KEKCHI_CAHABON	kek	one	1493	11	xun	1	
ZINACANTAN_TZOTZIL	tzz	one	1493	11	hun	1	
TZELTAL_BACHAJON	tzb	one	1493	11	xun	1	
CHOL_TUMBALA	ctu	one	1493	11	xum	1	
CHONTAL_TABASCO	chf	one	1493	11	un	1	
CHORTI	caa	one	1493	11	in	1	
ITZAJ	itz	one	1493	11	hun	1	also: hum
MOPAN	mop	one	1493	11	xuntul	1	
MAYA_YUCATAN	yua	one	1493	11	hun	1	
LACANDON	lac	one	1493	11	turi7	3	
HUASTEC	hva	two	1498	12	cab	1	
CHICOMUCELTEC	cob	two	1498	12	Cateew	1	
TOJOLABAL	toj	two	1498	12	"Cab"""	1	
CHUJ	cnm	two	1498	12	Ca7ab	1	
MOCHO	mhc	two	1498	12	"kab"""	1	also: ka7
JACALTEC	jai	two	1498	12	kap	1	
QANJOBAL_SANTA_EULALIA	kjb	two	1498	12	"kab"""	1	
ACATECO_SAN_MIGUEL_ACATAN	knj	two	1498	12	"kab"""	1	
IXIL_CHAJUL	ixj	two	1498	12	kawal	1	
AGUACATEC	agu	two	1498	12	kob	1	
TECO_TECTITAN	ttc	two	1498	12	"kab""e"	1	
MAM_NORTHERN	mam	two	1498	12	kab	1	
SIPAKAPENSE	qum	two	1498	12	"k""y~eb"""	1	
SACAPULTECO_SACAPULAS_CENTRO	quv	two	1498	12	"ki7ab"""	1	
CENTRAL_QUICHE	quc	two	1498	12	"kieb"""	1	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	two	1498	12	ka7i7	1	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	two	1498	12	ka7i7	1	
POQOMCHI_WESTERN	pob	two	1498	12	"kib"""	1	
POCOMAM_EASTERN	poa	two	1498	12	ki7im7	1	
USPANTEKO	usp	two	1498	12	"kib"""	1	
EASTERN_KEKCHI_CAHABON	kek	two	1498	12	"ka7ib"""	1	
ZINACANTAN_TZOTZIL	tzz	two	1498	12	Ca7	1	
TZELTAL_BACHAJON	tzb	two	1498	12	Ceb	1	
CHOL_TUMBALA	ctu	two	1498	12	Ca7	1	
CHONTAL_TABASCO	chf	two	1498	12	Ca7	1	
CHORTI	caa	two	1498	12	Ca7	1	
ITZAJ	itz	two	1498	12	ka	1	
MOPAN	mop	two	1498	12	ka7tul	1	
MAYA_YUCATAN	yua	two	1498	12	ka7a	1	
LACANDON	lac	two	1498	12	ka7	1	
HUASTEC	hva	big	1202	13	pak8a7	6	
CHICOMUCELTEC	cob	big	1202	13	yeheliC	7	also: pulik
TOJOLABAL	toj	big	1202	13	niwan	1	also: naxat
CHUJ	cnm	big	1202	13	niwkil	1	
MOCHO	mhc	big	1202	13	man	8	also: maq
JACALTEC	jai	big	1202	13	nim	2	
QANJOBAL_SANTA_EULALIA	kjb	big	1202	13	miman	3	
ACATECO_SAN_MIGUEL_ACATAN	knj	big	1202	13	miman	3	
IXIL_CHAJUL	ixj	big	1202	13	nim	2	
AGUACATEC	agu	big	1202	13	nim	2	
TECO_TECTITAN	ttc	big	1202	13	nim	2	
MAM_NORTHERN	mam	big	1202	13	ma7	9	
SIPAKAPENSE	qum	big	1202	13	nim	2	
SACAPULTECO_SACAPULAS_CENTRO	quv	big	1202	13	nim	2	
CENTRAL_QUICHE	quc	big	1202	13	nim	2	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	big	1202	13	tix	10	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	big	1202	13	nim	2	
POQOMCHI_WESTERN	pob	big	1202	13	nim	2	
POCOMAM_EASTERN	poa	big	1202	13	nim	2	
USPANTEKO	usp	big	1202	13	nim	2	
EASTERN_KEKCHI_CAHABON	kek	big	1202	13	nim	2	
ZINACANTAN_TZOTZIL	tzz	big	1202	13	"muk"""	11	
TZELTAL_BACHAJON	tzb	big	1202	13	niwak	1	"also: muk"""
CHOL_TUMBALA	ctu	big	1202	13	5oh	4	also: kolem
CHONTAL_TABASCO	chf	big	1202	13	noh	4	
CHORTI	caa	big	1202	13	nota	4	
ITZAJ	itz	big	1202	13	noh	4	also: nohoC
MOPAN	mop	big	1202	13	noC	5	
MAYA_YUCATAN	yua	big	1202	13	nohoC	5	
LACANDON	lac	big	1202	13	kaem	12	
HUASTEC	hva	long	1203	14	nakat	1	also: nak8a7
CHICOMUCELTEC	cob	long	1203	14	nakat	1	
TOJOLABAL	toj	long	1203	14	naxat	2	
CHUJ	cnm	long	1203	14	nat	2	
MOCHO	mhc	long	1203	14	man	7	
JACALTEC	jai	long	1203	14	nahata	2	
QANJOBAL_SANTA_EULALIA	kjb	long	1203	14	Soqan	8	
ACATECO_SAN_MIGUEL_ACATAN	knj	long	1203	14	hoxan	9	
IXIL_CHAJUL	ixj	long	1203	14	nim toq	3	
AGUACATEC	agu	long	1203	14	nim tqanil	3	
TECO_TECTITAN	ttc	long	1203	14	nim toq	3	
MAM_NORTHERN	mam	long	1203	14	Sy~ukbi	10	
SIPAKAPENSE	qum	long	1203	14	nim raqan	4	
SACAPULTECO_SACAPULAS_CENTRO	quv	long	1203	14	yoqayik	11	
CENTRAL_QUICHE	quc	long	1203	14	nim	12	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	long	1203	14	tix raqan	13	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	long	1203	14	nim raqan	4	
POQOMCHI_WESTERN	pob	long	1203	14	nimroq	4	
POCOMAM_EASTERN	poa	long	1203	14	nim ruaq	4	
USPANTEKO	usp	long	1203	14	nim raqan	4	
EASTERN_KEKCHI_CAHABON	kek	long	1203	14	nim roq	4	
ZINACANTAN_TZOTZIL	tzz	long	1203	14	bicbic	14	"also: c""upul"
TZELTAL_BACHAJON	tzb	long	1203	14	nat	1	
CHOL_TUMBALA	ctu	long	1203	14	tam	5	
CHONTAL_TABASCO	chf	long	1203	14	tam	5	
CHORTI	caa	long	1203	14	innat	1	
ITZAJ	itz	long	1203	14	Cawak	6	
MOPAN	mop	long	1203	14	Cawak	6	
MAYA_YUCATAN	yua	long	1203	14	Cowak	6	
LACANDON	lac	long	1203	14	Cuwak	6	
HUASTEC	hva	small	1246	15	cipil	8	
CHICOMUCELTEC	cob	small	1246	15	ekw~etnik	9	also: tuSte
TOJOLABAL	toj	small	1246	15	"C""in"	4	also: nuS
CHUJ	cnm	small	1246	15	yune	10	
MOCHO	mhc	small	1246	15	capa	11	
JACALTEC	jai	small	1246	15	niStex	12	
QANJOBAL_SANTA_EULALIA	kjb	small	1246	15	yaliS	1	
ACATECO_SAN_MIGUEL_ACATAN	knj	small	1246	15	yaliS	1	
IXIL_CHAJUL	ixj	small	1246	15	uSkin	13	
AGUACATEC	agu	small	1246	15	talkoCk	14	
TECO_TECTITAN	ttc	small	1246	15	nekit	15	also: nek
MAM_NORTHERN	mam	small	1246	15	ko7	3	
SIPAKAPENSE	qum	small	1246	15	"nuC"""	16	
SACAPULTECO_SACAPULAS_CENTRO	quv	small	1246	15	"C""aten"	2	
CENTRAL_QUICHE	quc	small	1246	15	"C""utin"	2	
SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ckf	small	1246	15	ko7ol	3	
TZUTUJIL_SAN_JUAN_LA_LAGUNA	tzj	small	1246	15	koli	3	also: tinoy
POQOMCHI_WESTERN	pob	small	1246	15	"t""uC"	17	
POCOMAM_EASTERN	poa	small	1246	15	piy7	6	
USPANTEKO	usp	small	1246	15	"q""un"	18	
EASTERN_KEKCHI_CAHABON	kek	small	1246	15	"kaC""in"	4	
ZINACANTAN_TZOTZIL	tzz	small	1246	15	"bik""it"	5	
TZELTAL_BACHAJON	tzb	small	1246	15	"bik""it"	5	"also: xwic"""
CHOL_TUMBALA	ctu	small	1246	15	al3 to	19	"also: p""ip""it3l"
CHONTAL_TABASCO	chf	small	1246	15	"p""i7"	6	
CHORTI	caa	small	1246	15	CuCu7 ko7e	3	
ITZAJ	itz	small	1246	15	CinCan	7	
MOPAN	mop	small	1246	15	nene7	20	
MAYA_YUCATAN	yua	small	1246	15	Can	7	
LACANDON	lac	small	1246	15	CiCan	7	
HUASTEC	hva	woman	962	16	uSum	1	
CHICOMUCELTEC	cob	woman	962	16	uSum	1	
TOJOLABAL	toj	woman	962	16	iSuk	2	also: nan
CHUJ	cnm	woman	962	16	iS	3	
MOCHO	mhc	woman	962	16	iSoq	2	
JACALTEC	jai	woman	962	16	iS	3	
QANJOBAL_SANTA_EULALIA	kjb	woman	962	16	iS	3	
ACATECO_SAN_MIGUEL_ACATAN	knj	woman	962	16	iS	3	
IXIL_CHAJUL	ixj	woman	962	16	iSoq	2	
AGUACATEC	agu	woman	962	16	Snan	8	
TECO_TECTITAN	ttc	woman	962	16	Sux	4	
MAM_NORTHERN	mam	woman	962	16	Sux	4	
SIPAKAPENSE	qum	woman	962	16	iSaq	2	
